datetime,open,high,low,close,volume
2023-01-03 09:30:00,4501.25,4502.5,4497.25,4500.75,3801.0
2023-01-03 09:35:00,4497.75,4499.25,4495.25,4497.0,834.0
2023-01-03 09:40:00,4500.75,4503.75,4500.0,4501.25,589.0
2023-01-03 09:45:00,4504.25,4507.0,4502.25,4504.75,6942.0
2023-01-03 09:50:00,4497.5,4500.25,4493.25,4495.75,3835.0
2023-01-03 09:55:00,4493.0,4498.0,4492.25,4494.5,1080.0
2023-01-03 10:00:00,4493.75,4495.25,4491.5,4493.75,6750.0
2023-01-03 10:05:00,4492.75,4495.5,4490.25,4491.25,4467.0
2023-01-03 10:10:00,4493.0,4496.75,4490.0,4494.5,3123.0
2023-01-03 10:15:00,4490.25,4492.5,4487.0,4491.0,3890.0
2023-01-03 10:20:00,4493.5,4496.75,4490.0,4491.75,2188.0
2023-01-03 10:25:00,4496.5,4499.75,4493.0,4499.0,7486.0
2023-01-03 10:30:00,4497.0,4500.75,4493.5,4498.0,6408.0
2023-01-03 10:35:00,4501.25,4504.0,4500.5,4501.25,1992.0
2023-01-03 10:40:00,4503.25,4508.75,4501.75,4505.5,6011.0
2023-01-03 10:45:00,4500.25,4502.75,4498.0,4500.5,1847.0
2023-01-03 10:50:00,4502.0,4503.5,4501.25,4502.0,3899.0
2023-01-03 10:55:00,4498.75,4501.75,4496.25,4497.75,6115.0
2023-01-03 11:00:00,4502.0,4505.75,4500.75,4502.75,772.0
2023-01-03 11:05:00,4502.25,4504.75,4498.75,4502.75,5942.0
2023-01-03 11:10:00,4501.75,4504.5,4500.0,4501.75,2194.0
2023-01-03 11:15:00,4499.5,4500.75,4495.5,4498.5,5743.0
2023-01-03 11:20:00,4504.0,4506.5,4502.5,4504.25,4243.0
2023-01-03 11:25:00,4503.75,4507.0,4502.75,4503.75,695.0
2023-01-03 11:30:00,4502.5,4504.0,4497.5,4500.75,6214.0
2023-01-03 11:35:00,4501.5,4503.25,4499.0,4499.5,2449.0
2023-01-03 11:40:00,4503.5,4507.75,4503.0,4504.25,7642.0
2023-01-03 11:45:00,4505.0,4508.0,4500.0,4501.5,6799.0
2023-01-03 11:50:00,4506.75,4510.25,4504.25,4507.0,1946.0
2023-01-03 11:55:00,4508.5,4510.25,4506.5,4508.0,5006.0
2023-01-03 12:00:00,4516.5,4522.0,4515.75,4518.25,3215.0
2023-01-03 12:05:00,4515.25,4516.25,4513.25,4514.5,5016.0
2023-01-03 12:10:00,4513.75,4516.75,4512.5,4514.5,4677.0
2023-01-03 12:15:00,4511.0,4513.0,4510.0,4510.5,2719.0
2023-01-03 12:20:00,4513.5,4516.5,4511.25,4513.5,5385.0
2023-01-03 12:25:00,4517.75,4522.0,4517.0,4518.75,2451.0
2023-01-03 12:30:00,4517.5,4520.25,4515.5,4517.0,7305.0
2023-01-03 12:35:00,4514.75,4518.5,4512.25,4516.0,7599.0
2023-01-03 12:40:00,4512.0,4513.75,4507.75,4510.5,1744.0
2023-01-03 12:45:00,4514.5,4517.0,4513.25,4515.0,5958.0
2023-01-03 12:50:00,4517.5,4520.75,4516.0,4518.75,7470.0
2023-01-03 12:55:00,4519.75,4521.0,4518.5,4520.5,1451.0
2023-01-03 13:00:00,4517.5,4522.0,4514.0,4520.0,6047.0
2023-01-03 13:05:00,4518.5,4521.75,4516.5,4517.5,7532.0
2023-01-03 13:10:00,4519.25,4521.75,4516.25,4517.25,2188.0
2023-01-03 13:15:00,4520.25,4523.25,4517.0,4518.75,4867.0
2023-01-03 13:20:00,4523.5,4526.25,4522.5,4524.5,6483.0
2023-01-03 13:25:00,4524.5,4527.5,4523.75,4525.25,3000.0
2023-01-03 13:30:00,4527.25,4528.0,4526.5,4527.5,2283.0
2023-01-03 13:35:00,4527.75,4529.5,4523.75,4526.25,3478.0
2023-01-03 13:40:00,4529.0,4532.0,4526.75,4530.0,3015.0
2023-01-03 13:45:00,4531.5,4532.75,4527.25,4530.0,5940.0
2023-01-03 13:50:00,4526.5,4528.5,4523.5,4528.0,3281.0
2023-01-03 13:55:00,4525.5,4532.0,4524.0,4529.5,3322.0
2023-01-03 14:00:00,4524.0,4526.5,4520.75,4524.5,7583.0
2023-01-03 14:05:00,4522.0,4524.5,4519.25,4522.75,4840.0
2023-01-03 14:10:00,4521.25,4522.5,4517.5,4520.5,7470.0
2023-01-03 14:15:00,4526.75,4529.0,4521.75,4524.5,5828.0
2023-01-03 14:20:00,4524.0,4525.75,4521.5,4523.25,7139.0
2023-01-03 14:25:00,4527.75,4529.75,4524.75,4526.25,1965.0
2023-01-03 14:30:00,4521.75,4524.0,4518.0,4519.75,7536.0
2023-01-03 14:35:00,4520.75,4523.75,4520.0,4523.25,7581.0
2023-01-03 14:40:00,4521.75,4525.25,4519.75,4522.0,805.0
2023-01-03 14:45:00,4524.0,4525.25,4523.5,4524.5,3171.0
2023-01-03 14:50:00,4526.75,4528.75,4526.0,4526.5,3599.0
2023-01-03 14:55:00,4530.0,4531.0,4526.25,4529.75,3645.0
2023-01-03 15:00:00,4528.75,4532.25,4526.25,4530.25,6338.0
2023-01-03 15:05:00,4527.5,4528.75,4525.25,4527.25,5738.0
2023-01-03 15:10:00,4530.75,4534.75,4529.25,4531.5,2096.0
2023-01-03 15:15:00,4530.25,4532.0,4527.75,4530.0,5065.0
2023-01-03 15:20:00,4526.0,4528.25,4522.25,4525.5,7809.0
2023-01-03 15:25:00,4522.0,4523.25,4517.5,4520.0,3800.0
2023-01-03 15:30:00,4519.0,4519.5,4514.0,4516.25,7461.0
2023-01-03 15:35:00,4521.0,4522.75,4518.75,4520.5,5373.0
2023-01-03 15:40:00,4521.75,4524.0,4520.25,4521.75,7437.0
2023-01-03 15:45:00,4524.5,4526.25,4520.0,4522.75,7271.0
2023-01-03 15:50:00,4523.0,4526.5,4519.5,4523.0,625.0
2023-01-03 15:55:00,4524.0,4526.75,4522.0,4524.0,6502.0
2023-01-04 09:30:00,4526.25,4530.0,4521.75,4523.5,1918.0
2023-01-04 09:35:00,4525.5,4526.75,4522.5,4524.25,6681.0
2023-01-04 09:40:00,4527.25,4530.75,4525.5,4528.0,6560.0
2023-01-04 09:45:00,4525.25,4528.0,4521.5,4525.75,2438.0
2023-01-04 09:50:00,4524.0,4526.5,4519.75,4522.5,996.0
2023-01-04 09:55:00,4523.0,4526.75,4521.25,4523.25,3645.0
2023-01-04 10:00:00,4518.75,4522.75,4517.25,4520.25,2772.0
2023-01-04 10:05:00,4520.75,4525.25,4519.0,4522.0,4653.0
2023-01-04 10:10:00,4519.25,4522.0,4518.75,4519.25,1115.0
2023-01-04 10:15:00,4519.75,4520.5,4517.0,4519.0,831.0
2023-01-04 10:20:00,4521.5,4524.25,4517.75,4520.75,3778.0
2023-01-04 10:25:00,4523.5,4526.0,4521.0,4524.0,6273.0
2023-01-04 10:30:00,4526.0,4529.75,4525.0,4526.25,2862.0
2023-01-04 10:35:00,4526.0,4529.75,4523.25,4526.75,2925.0
2023-01-04 10:40:00,4524.75,4525.5,4522.0,4524.75,1730.0
2023-01-04 10:45:00,4524.5,4526.5,4523.25,4525.75,2619.0
2023-01-04 10:50:00,4518.75,4519.5,4516.25,4518.75,2740.0
2023-01-04 10:55:00,4513.75,4516.75,4511.25,4514.75,2444.0
2023-01-04 11:00:00,4509.25,4511.0,4506.0,4510.25,3077.0
2023-01-04 11:05:00,4505.75,4508.5,4503.75,4504.75,2625.0
2023-01-04 11:10:00,4507.5,4509.75,4504.0,4505.0,5606.0
2023-01-04 11:15:00,4504.5,4509.5,4502.5,4506.5,3035.0
2023-01-04 11:20:00,4503.25,4505.0,4502.75,4503.5,6160.0
2023-01-04 11:25:00,4508.25,4510.25,4504.0,4505.75,5036.0
2023-01-04 11:30:00,4507.0,4508.0,4503.25,4506.25,5303.0
2023-01-04 11:35:00,4510.0,4514.25,4509.0,4511.0,4876.0
2023-01-04 11:40:00,4506.75,4507.75,4504.5,4506.5,7421.0
2023-01-04 11:45:00,4506.25,4507.0,4502.0,4505.75,2417.0
2023-01-04 11:50:00,4503.25,4506.25,4501.0,4505.0,7867.0
2023-01-04 11:55:00,4502.25,4505.25,4498.75,4500.75,2048.0
2023-01-04 12:00:00,4505.5,4506.25,4502.0,4504.25,1536.0
2023-01-04 12:05:00,4499.5,4502.0,4498.25,4499.75,6697.0
2023-01-04 12:10:00,4501.25,4504.5,4500.25,4501.75,7219.0
2023-01-04 12:15:00,4502.25,4505.75,4499.75,4503.0,1195.0
2023-01-04 12:20:00,4500.25,4502.75,4498.75,4501.5,4998.0
2023-01-04 12:25:00,4495.5,4496.25,4494.0,4495.75,4346.0
2023-01-04 12:30:00,4495.75,4498.5,4495.25,4496.5,2150.0
2023-01-04 12:35:00,4494.25,4495.25,4490.75,4493.75,4404.0
2023-01-04 12:40:00,4495.25,4498.0,4494.75,4495.25,5643.0
2023-01-04 12:45:00,4495.5,4497.25,4492.75,4495.75,4806.0
2023-01-04 12:50:00,4501.5,4503.75,4500.0,4501.75,4398.0
2023-01-04 12:55:00,4501.0,4502.75,4498.5,4502.0,7142.0
2023-01-04 13:00:00,4497.5,4500.5,4496.25,4498.25,2191.0
2023-01-04 13:05:00,4498.25,4499.5,4497.5,4498.5,5179.0
2023-01-04 13:10:00,4499.25,4502.0,4496.0,4498.25,2874.0
2023-01-04 13:15:00,4504.5,4505.25,4501.75,4504.5,7802.0
2023-01-04 13:20:00,4507.75,4511.25,4506.5,4507.75,2386.0
2023-01-04 13:25:00,4509.25,4512.0,4507.25,4509.5,7035.0
2023-01-04 13:30:00,4514.75,4518.75,4512.75,4517.75,5240.0
2023-01-04 13:35:00,4510.75,4511.25,4508.75,4510.0,2110.0
2023-01-04 13:40:00,4508.5,4510.75,4506.25,4509.25,6190.0
2023-01-04 13:45:00,4505.5,4507.75,4504.5,4507.0,2308.0
2023-01-04 13:50:00,4504.25,4505.5,4502.25,4504.5,2467.0
2023-01-04 13:55:00,4499.5,4506.0,4498.75,4502.75,3085.0
2023-01-04 14:00:00,4502.0,4504.5,4499.5,4501.5,5613.0
2023-01-04 14:05:00,4501.5,4503.0,4500.0,4502.0,3436.0
2023-01-04 14:10:00,4496.5,4498.5,4493.5,4495.25,4768.0
2023-01-04 14:15:00,4493.0,4494.25,4490.75,4492.5,4647.0
2023-01-04 14:20:00,4494.25,4498.25,4491.0,4494.75,1974.0
2023-01-04 14:25:00,4497.5,4499.25,4495.5,4498.75,2243.0
2023-01-04 14:30:00,4505.0,4508.25,4502.0,4505.5,2801.0
2023-01-04 14:35:00,4515.75,4520.25,4514.5,4517.5,2167.0
2023-01-04 14:40:00,4517.5,4518.0,4515.75,4517.25,7390.0
2023-01-04 14:45:00,4514.0,4515.0,4513.0,4513.75,3360.0
2023-01-04 14:50:00,4506.75,4512.0,4504.75,4510.25,3536.0
2023-01-04 14:55:00,4507.75,4511.5,4505.25,4508.25,5540.0
2023-01-04 15:00:00,4505.0,4507.25,4501.0,4504.25,6410.0
2023-01-04 15:05:00,4503.75,4506.25,4500.75,4503.0,5660.0
2023-01-04 15:10:00,4501.75,4504.75,4498.0,4500.5,4633.0
2023-01-04 15:15:00,4501.5,4506.0,4500.5,4502.75,7820.0
2023-01-04 15:20:00,4505.75,4507.5,4504.5,4505.25,7248.0
2023-01-04 15:25:00,4506.5,4508.75,4503.5,4506.5,2018.0
2023-01-04 15:30:00,4506.0,4508.75,4505.0,4506.0,1700.0
2023-01-04 15:35:00,4502.5,4504.75,4501.75,4503.5,3446.0
2023-01-04 15:40:00,4496.75,4500.0,4492.25,4495.75,6765.0
2023-01-04 15:45:00,4495.25,4495.75,4490.25,4493.75,7735.0
2023-01-04 15:50:00,4495.25,4496.75,4493.0,4495.5,5769.0
2023-01-04 15:55:00,4501.75,4505.75,4500.25,4502.75,5675.0
2023-01-05 09:30:00,4502.5,4504.5,4499.5,4503.0,2252.0
2023-01-05 09:35:00,4506.25,4507.25,4504.25,4505.25,4942.0
2023-01-05 09:40:00,4504.75,4506.75,4503.0,4505.75,1882.0
2023-01-05 09:45:00,4500.75,4502.75,4498.25,4499.75,4547.0
2023-01-05 09:50:00,4497.5,4500.5,4493.5,4496.75,1953.0
2023-01-05 09:55:00,4495.0,4495.75,4490.5,4493.75,1066.0
2023-01-05 10:00:00,4503.0,4505.25,4500.5,4504.75,7754.0
2023-01-05 10:05:00,4500.25,4503.0,4499.5,4501.0,7200.0
2023-01-05 10:10:00,4503.5,4507.75,4501.5,4504.25,5639.0
2023-01-05 10:15:00,4500.5,4503.5,4499.25,4502.25,5191.0
2023-01-05 10:20:00,4504.0,4511.25,4500.75,4507.75,2299.0
2023-01-05 10:25:00,4505.75,4509.0,4502.5,4503.25,4787.0
2023-01-05 10:30:00,4505.25,4506.75,4503.75,4504.25,6110.0
2023-01-05 10:35:00,4505.5,4508.5,4502.0,4504.5,4546.0
2023-01-05 10:40:00,4503.25,4505.75,4500.25,4502.0,2614.0
2023-01-05 10:45:00,4505.0,4507.25,4500.5,4503.75,3439.0
2023-01-05 10:50:00,4503.75,4505.5,4502.5,4503.25,6807.0
2023-01-05 10:55:00,4499.5,4502.5,4494.75,4497.75,2409.0
2023-01-05 11:00:00,4495.0,4498.5,4494.5,4495.5,7710.0
2023-01-05 11:05:00,4496.0,4498.75,4495.5,4496.0,6164.0
2023-01-05 11:10:00,4501.75,4506.0,4500.0,4502.5,7176.0
2023-01-05 11:15:00,4502.75,4505.25,4501.5,4503.25,4321.0
2023-01-05 11:20:00,4502.5,4506.25,4500.25,4503.25,2178.0
2023-01-05 11:25:00,4503.75,4507.0,4502.75,4503.25,754.0
2023-01-05 11:30:00,4508.75,4512.75,4508.0,4511.5,4511.0
2023-01-05 11:35:00,4509.75,4510.5,4507.0,4510.0,3493.0
2023-01-05 11:40:00,4508.5,4510.25,4504.75,4506.0,1352.0
2023-01-05 11:45:00,4512.75,4515.75,4508.75,4511.25,7464.0
2023-01-05 11:50:00,4514.5,4515.75,4509.25,4512.0,7776.0
2023-01-05 11:55:00,4520.25,4522.75,4519.5,4520.25,3304.0
2023-01-05 12:00:00,4521.0,4521.5,4518.0,4521.0,5510.0
2023-01-05 12:05:00,4516.75,4518.5,4515.0,4516.25,3599.0
2023-01-05 12:10:00,4512.25,4517.25,4510.5,4514.75,4226.0
2023-01-05 12:15:00,4518.25,4520.0,4517.5,4519.0,5179.0
2023-01-05 12:20:00,4524.75,4529.0,4521.75,4525.75,3623.0
2023-01-05 12:25:00,4524.5,4525.25,4521.0,4523.0,6512.0
2023-01-05 12:30:00,4523.25,4526.5,4519.75,4521.75,1920.0
2023-01-05 12:35:00,4528.75,4530.0,4525.25,4528.75,5513.0
2023-01-05 12:40:00,4525.0,4528.75,4523.5,4525.25,7873.0
2023-01-05 12:45:00,4522.0,4524.25,4516.25,4519.5,6875.0
2023-01-05 12:50:00,4524.5,4525.25,4521.5,4524.25,842.0
2023-01-05 12:55:00,4523.25,4524.0,4520.0,4523.25,1354.0
2023-01-05 13:00:00,4523.5,4524.25,4520.0,4523.25,5215.0
2023-01-05 13:05:00,4523.25,4525.5,4518.5,4522.0,7434.0
2023-01-05 13:10:00,4524.5,4527.5,4523.0,4523.75,6830.0
2023-01-05 13:15:00,4530.0,4531.75,4526.75,4529.75,7279.0
2023-01-05 13:20:00,4530.5,4532.5,4527.5,4530.5,1622.0
2023-01-05 13:25:00,4533.0,4536.25,4530.5,4533.75,4393.0
2023-01-05 13:30:00,4525.75,4529.5,4524.5,4527.25,5944.0
2023-01-05 13:35:00,4525.75,4528.5,4522.0,4525.5,5185.0
2023-01-05 13:40:00,4523.0,4525.0,4521.25,4522.5,6327.0
2023-01-05 13:45:00,4518.75,4522.25,4516.75,4519.5,2096.0
2023-01-05 13:50:00,4516.0,4520.25,4513.75,4516.75,3927.0
2023-01-05 13:55:00,4515.0,4516.5,4513.5,4514.25,3859.0
2023-01-05 14:00:00,4518.5,4520.0,4515.75,4519.5,7549.0
2023-01-05 14:05:00,4514.0,4516.0,4513.25,4515.25,2020.0
2023-01-05 14:10:00,4514.25,4518.25,4511.5,4516.0,2947.0
2023-01-05 14:15:00,4512.75,4516.75,4509.5,4515.0,664.0
2023-01-05 14:20:00,4511.75,4515.25,4509.0,4510.5,1638.0
2023-01-05 14:25:00,4515.5,4518.0,4513.0,4515.5,7856.0
